LGA_CODE_2016,P_40_44_OM_UIE,P_40_44_CFW,P_40_44_ES_NS,P_40_44_Total,P_45_49_E,P_45_49_OM_IE,P_45_49_OM_UIE,P_45_49_CFW,P_45_49_ES_NS,P_45_49_Total,P_50_54_E,P_50_54_OM_IE,P_50_54_OM_UIE,P_50_54_CFW,P_50_54_ES_NS,P_50_54_Total,P_55_59_E,P_55_59_OM_IE,P_55_59_OM_UIE,P_55_59_CFW,P_55_59_ES_NS,P_55_59_Total,P_60_64_E,P_60_64_OM_IE,P_60_64_OM_UIE,P_60_64_CFW,P_60_64_ES_NS,P_60_64_Total,P_65_69_E,P_65_69_OM_IE,P_65_69_OM_UIE,P_65_69_CFW,P_65_69_ES_NS,P_65_69_Total,P_70_74_E,P_70_74_OM_IE,P_70_74_OM_UIE,P_70_74_CFW,P_70_74_ES_NS,P_70_74_Total,P_75ov_E,P_75ov_OM_IE,P_75ov_OM_UIE,P_75ov_CFW,P_75ov_ES_NS,P_75ov_Total,P_Total_E,P_Total_OM_IE,P_Total_OM_UIE,P_Total_CFW,P_Total_ES_NS,P_Total_Total
LGA55670,3,0,0,28,20,5,4,0,0,29,21,0,10,0,0,31,14,4,3,3,0,29,16,4,5,4,0,23,4,0,3,0,0,4,3,0,4,3,0,9,0,0,3,0,0,5,166,18,42,23,7,255
LGA55740,23,6,0,229,213,31,30,14,0,285,188,25,32,12,0,255,164,31,30,7,0,218,109,18,17,5,0,155,52,17,11,3,0,86,16,14,6,8,0,42,7,8,3,3,0,26,1909,215,203,58,10,2397
LGA55810,0,0,0,32,17,0,0,0,0,21,23,4,0,0,0,31,21,0,3,0,0,25,3,0,3,0,3,11,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,178,12,18,3,6,213
LGA55880,6,4,0,32,6,0,15,13,4,32,17,3,11,7,4,39,14,3,12,4,0,26,7,3,6,7,3,25,4,4,3,6,0,14,0,0,4,0,0,7,0,0,8,0,0,11,109,30,88,39,12,278
LGA55950,5,6,0,31,14,0,3,3,0,21,8,0,5,5,0,21,10,9,11,3,0,30,10,0,7,6,0,20,0,3,4,3,0,11,3,0,8,3,0,13,0,0,3,3,0,8,136,27,52,35,4,255
LGA56090,132,26,9,949,737,114,168,36,15,1062,711,149,160,23,3,1053,614,113,163,17,6,923,472,90,131,23,11,722,203,44,78,28,7,359,57,19,32,15,0,130,22,8,24,9,6,69,6523,781,1165,240,73,8788
LGA56160,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0,0,0,40
LGA56230,54,17,3,648,639,43,50,15,7,754,563,36,56,15,3,673,510,45,44,13,3,616,299,29,55,17,8,409,85,28,36,19,6,182,23,4,17,9,0,53,6,3,21,16,3,46,4499,296,426,144,52,5415
LGA56300,3,0,0,43,39,4,6,3,3,59,39,3,14,3,0,58,40,7,13,6,0,54,33,3,20,6,0,69,15,3,8,14,0,44,4,3,3,6,3,21,3,0,4,6,0,10,296,25,87,47,9,470
LGA56370,9,0,3,25,24,0,10,0,0,38,18,12,7,6,0,41,31,6,14,8,0,56,17,11,3,3,3,41,0,5,4,3,0,14,7,3,4,0,0,12,0,0,3,6,0,11,215,58,69,42,8,395
LGA56460,30,9,3,227,210,26,31,15,0,277,221,19,32,11,0,280,223,16,31,12,4,282,144,17,41,12,0,217,63,15,18,9,0,106,23,4,10,3,3,49,11,0,5,10,3,26,1838,143,242,87,30,2339
LGA56580,86,12,15,2113,1873,141,129,23,11,2179,1844,135,129,15,10,2135,1667,128,106,14,6,1928,1176,117,99,21,9,1418,513,74,71,30,12,693,154,38,32,11,0,236,54,28,21,11,3,116,18306,917,902,154,106,20379
LGA56620,0,0,0,25,28,0,0,0,0,26,16,0,0,0,0,18,13,0,0,0,0,15,14,0,0,0,0,9,9,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,224,3,3,0,0,231
LGA56730,29,9,5,421,426,25,49,15,4,520,428,26,43,6,11,513,455,38,59,15,3,570,330,38,37,15,12,428,121,17,24,18,0,183,39,9,9,12,6,73,7,5,9,10,0,33,3607,228,335,124,71,4361
LGA56790,14,4,0,90,61,12,24,8,0,101,65,15,28,15,0,122,46,18,21,3,5,86,39,16,25,10,0,96,6,10,9,11,0,40,8,8,3,4,0,26,4,0,5,0,0,12,475,95,161,78,10,811
LGA56860,0,0,0,6,4,3,3,0,0,6,4,0,3,3,0,9,6,0,4,0,0,12,6,0,3,3,0,12,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,37,6,16,12,0,71
LGA56930,14,0,0,96,80,12,12,3,0,108,86,9,12,4,0,110,70,9,7,3,0,90,41,11,7,4,0,67,25,3,7,3,0,41,6,0,3,0,0,12,7,0,0,4,0,16,930,80,101,20,3,1130
LGA57000,3,0,0,100,81,4,6,3,0,100,88,4,8,3,0,103,60,0,3,6,0,83,46,3,3,4,0,59,11,0,3,0,0,20,4,3,0,3,0,9,0,4,0,0,0,3,748,30,36,24,9,846
LGA57080,365,57,48,15464,13470,643,387,45,68,14615,11032,580,340,43,44,12042,8796,464,305,45,61,9672,5512,373,248,34,41,6207,2058,200,146,36,31,2476,481,90,66,12,14,659,179,38,29,11,21,279,120343,4111,2728,430,635,128253
LGA57140,0,3,0,32,25,8,10,7,0,48,24,4,13,3,0,37,25,4,4,4,0,37,21,9,6,5,0,44,13,0,3,3,0,21,5,4,7,5,0,17,0,0,0,6,0,4,185,48,59,37,4,340
LGA57210,24,13,4,205,165,15,41,23,0,242,160,19,49,12,0,238,136,18,33,28,3,223,112,8,39,27,3,195,37,3,29,23,7,106,4,5,16,22,3,51,0,6,13,17,0,44,1389,105,295,190,41,2019
LGA57280,24,3,6,708,646,35,30,7,14,730,574,40,18,3,4,635,458,23,19,10,4,517,228,20,8,0,7,270,80,3,7,3,3,96,10,0,3,3,0,20,5,0,4,0,3,16,5728,241,204,38,71,6286
LGA57350,5,3,0,24,17,0,14,3,0,35,26,3,11,3,0,48,28,6,16,7,0,57,31,4,12,5,0,49,3,5,3,0,0,16,0,3,3,3,0,9,0,3,9,0,0,8,200,35,85,33,6,355
LGA57420,5,0,0,51,33,3,10,4,0,54,47,10,17,3,0,76,33,9,17,6,0,68,18,4,9,3,0,38,9,0,10,3,0,23,5,0,11,5,0,21,0,0,4,0,0,6,381,43,85,47,3,559
LGA57490,339,52,22,3198,2671,240,340,61,28,3335,2494,196,322,62,23,3097,1806,167,254,53,18,2304,1108,121,191,33,19,1471,389,54,95,29,10,572,107,26,31,19,8,185,46,9,18,16,7,97,25531,1406,2443,472,235,30091
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,4,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,0,0,22
LGA57700,79,19,7,474,329,72,84,26,4,514,319,83,90,25,3,526,270,57,67,24,6,422,184,41,76,20,3,315,73,24,27,17,4,138,23,15,15,14,0,69,10,9,9,13,0,32,3177,465,689,188,49,4569
LGA57770,3,0,0,24,22,3,7,0,0,41,28,3,4,0,0,34,22,0,0,0,0,30,31,0,8,0,0,36,4,0,6,0,0,16,0,0,3,0,0,0,0,0,0,0,0,0,244,16,35,5,3,305
LGA57840,93,24,9,1347,1037,156,137,17,12,1357,951,172,143,25,3,1297,905,151,141,30,5,1237,609,128,122,24,4,893,292,75,89,23,10,486,91,32,35,16,5,174,22,15,24,11,3,66,10377,1138,1091,218,89,12914
LGA57910,653,105,60,8148,6484,806,694,88,59,8126,5950,770,669,83,61,7528,4973,698,596,95,62,6422,3469,499,522,86,44,4616,1456,372,351,80,31,2286,459,119,145,60,17,811,173,80,85,45,19,405,62923,5459,5560,857,590,75381
LGA57980,130,24,13,3046,2400,274,146,17,16,2860,2136,235,153,22,22,2570,1789,197,136,20,19,2162,1217,148,110,14,9,1498,523,112,85,17,6,749,161,50,35,12,12,267,78,12,18,13,5,130,24684,1623,1132,177,174,27793
LGA58050,433,94,37,6183,5200,608,482,73,62,6421,4904,569,488,91,50,6096,3866,437,449,104,36,4891,2501,323,355,87,32,3306,921,169,185,60,18,1353,270,82,75,58,14,501,92,24,33,31,5,186,47829,3549,3691,843,464,56371
LGA58190,0,0,0,9,12,6,6,0,0,23,12,6,6,0,0,29,7,3,4,0,0,17,4,0,0,0,0,9,0,0,0,3,0,8,3,0,0,0,0,3,0,0,0,0,0,3,106,24,28,9,3,170
LGA58260,0,0,0,21,10,0,0,0,0,10,8,0,0,0,0,8,4,0,0,0,0,4,7,3,4,0,0,8,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,90,10,15,3,0,119
LGA58330,5,3,0,68,62,9,26,8,0,106,52,12,20,13,4,100,64,11,40,9,3,121,40,7,29,9,3,89,22,7,25,15,0,68,4,7,14,8,0,30,3,0,5,5,0,18,492,83,195,80,15,858
LGA58400,0,0,0,11,10,7,3,0,0,20,9,3,5,0,0,24,8,3,5,0,0,17,10,5,3,0,3,15,6,3,0,0,3,10,0,0,3,0,0,12,0,0,0,3,0,3,81,26,26,16,4,154
LGA58470,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,5,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,40
LGA58510,134,30,16,3052,2426,213,146,16,17,2822,2246,200,141,18,22,2621,1968,119,130,19,15,2254,1276,110,134,26,15,1554,538,75,77,19,7,725,144,31,21,10,11,222,43,15,13,8,3,79,24896,1355,1255,231,173,27910
LGA58540,4,3,0,43,32,13,8,12,0,63,34,13,18,9,3,77,35,5,13,6,0,60,10,3,4,4,4,25,8,7,6,11,0,34,0,3,11,7,0,19,0,0,3,3,0,12,260,53,83,67,14,475
LGA58570,175,41,11,2133,1627,266,213,26,18,2148,1454,241,199,22,11,1936,1234,184,202,25,16,1659,844,164,139,28,13,1182,389,93,90,20,8,595,109,31,34,9,9,192,39,24,17,14,3,92,17082,1737,1613,257,167,20856
LGA58610,15,8,0,78,38,4,16,12,0,72,53,12,7,4,3,87,40,12,15,8,0,69,47,13,16,6,0,76,19,3,12,11,0,41,11,3,7,5,0,20,3,5,0,8,3,13,436,75,107,58,14,688
LGA58680,0,3,0,21,13,4,3,3,0,23,5,7,7,3,0,20,3,4,7,3,0,16,3,3,0,0,3,11,0,0,4,3,3,10,0,0,0,0,0,4,0,0,5,4,0,12,66,37,33,24,7,157
LGA58760,631,88,43,4963,3707,598,707,117,55,5175,3136,523,637,103,29,4427,2387,439,508,83,35,3449,1589,281,384,69,34,2355,607,156,199,40,24,1028,169,61,68,18,13,319,67,21,35,13,4,142,34363,3684,4870,802,385,44105
LGA58820,10,0,0,275,251,9,6,8,0,279,265,16,11,0,3,295,218,6,20,10,6,271,123,3,18,6,3,157,42,5,10,8,0,61,5,3,3,3,0,22,5,3,5,3,3,17,1853,72,104,56,28,2111
LGA58890,13,0,0,30,13,10,13,8,0,48,14,7,11,10,0,53,22,5,15,9,0,59,10,0,17,6,0,39,3,3,5,9,0,26,3,0,8,8,0,18,3,0,6,8,0,24,153,41,110,79,3,380
LGA59030,3,0,0,33,25,0,4,0,0,27,36,0,3,0,0,35,19,0,0,6,0,29,13,0,3,0,0,18,3,0,3,0,0,6,0,0,4,3,0,7,0,0,0,4,0,6,236,6,28,22,3,290
LGA59090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59100,4,3,0,22,10,0,11,9,0,32,21,11,11,3,0,47,13,7,9,6,0,40,5,4,11,3,0,27,9,5,3,10,0,26,0,0,4,3,0,12,0,3,0,6,0,9,129,44,77,46,4,296
LGA59170,12,4,0,41,22,8,6,4,0,41,27,3,7,3,0,38,23,9,25,9,0,63,17,7,19,3,0,42,13,3,6,8,0,28,3,0,16,0,0,24,3,0,3,7,0,16,232,43,118,54,8,456
LGA59250,3,0,0,84,87,3,0,3,0,94,71,0,0,0,0,73,81,3,0,3,0,81,33,0,0,0,0,33,13,0,3,0,0,19,3,0,0,0,0,3,0,0,0,0,0,0,757,13,13,4,3,787
LGA59310,12,3,0,70,41,8,7,9,0,60,37,15,13,7,0,78,44,5,18,3,0,68,45,14,16,3,4,79,18,3,5,9,0,34,0,3,4,3,0,13,0,0,8,3,0,14,449,84,99,41,11,688
LGA59320,3,0,3,11,11,3,3,0,3,22,6,9,9,5,0,24,16,6,11,3,0,33,9,0,4,3,0,12,0,0,0,4,0,4,0,3,4,0,0,4,0,3,0,0,0,3,96,28,43,26,11,190
LGA59330,0,8,0,20,11,7,3,0,0,24,22,0,0,0,0,27,9,0,6,3,0,26,10,4,3,0,0,24,4,0,5,0,0,9,3,3,0,4,0,10,3,4,0,4,0,9,120,35,27,29,0,212
LGA59340,16,9,4,339,280,22,12,0,0,326,282,20,15,3,4,322,261,16,7,6,0,293,168,8,8,5,4,189,49,3,7,3,0,63,12,3,7,4,0,23,3,4,3,3,0,14,2553,134,113,49,22,2867
LGA59350,3,0,0,53,65,0,0,0,0,70,58,0,0,0,0,66,37,0,3,5,0,50,28,0,3,0,0,34,3,0,0,4,0,9,0,0,3,3,0,5,0,0,0,0,0,3,450,6,12,14,5,495
LGA59360,6,4,4,133,157,4,8,11,0,184,144,6,21,11,7,185,116,6,16,3,0,141,61,4,12,3,0,77,21,6,5,3,7,43,3,0,4,0,0,12,3,0,0,6,0,12,1096,38,82,57,22,1290
LGA59370,10,3,3,74,77,15,10,3,3,117,82,18,14,13,3,121,76,9,36,6,3,127,47,17,28,15,7,101,28,12,22,10,0,71,15,5,10,3,0,30,5,3,9,3,0,14,662,110,158,78,20,1029
LGA59499,2009,80,78,5924,3040,675,2213,95,108,6137,2842,650,2156,67,104,5820,2290,514,1846,68,105,4818,1560,331,1424,80,77,3480,643,153,647,46,49,1547,218,51,174,27,13,474,81,20,77,35,17,229,31866,4658,16258,754,848,54378
LGA59799,3,0,0,229,209,8,4,0,0,216,221,4,3,0,0,230,146,4,3,0,3,154,58,3,0,0,0,64,16,0,0,0,0,17,3,0,0,0,0,3,4,0,0,0,0,4,1533,22,23,5,8,1595
LGA59898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA60210,30,6,3,165,138,18,26,10,3,194,155,15,41,4,3,225,168,21,43,21,0,249,113,17,41,9,4,187,31,16,16,13,0,73,10,8,14,8,0,36,0,0,9,6,3,17,1201,123,270,83,20,1700
LGA60410,44,4,0,321,258,25,36,3,4,334,233,19,30,3,9,296,230,22,19,0,11,284,124,6,29,6,0,165,49,8,13,0,4,75,15,5,5,4,0,26,3,0,3,4,0,12,2307,144,266,34,40,2792
LGA60610,51,15,7,1074,1123,81,51,10,9,1274,1175,65,56,10,14,1324,945,55,72,21,13,1104,610,39,57,16,6,728,172,29,25,12,9,241,44,7,14,17,0,84,16,4,12,8,4,47,9216,410,437,126,115,10298
LGA60810,66,6,7,597,544,51,79,13,12,700,562,59,87,18,11,741,527,41,97,28,9,701,303,34,77,20,9,442,89,21,46,13,13,186,20,11,17,18,8,70,7,7,20,13,8,55,4460,324,607,165,104,5661
LGA61010,6,5,3,62,47,4,19,0,0,68,60,6,14,3,0,84,47,10,17,11,0,84,40,8,16,5,0,67,13,6,4,9,0,38,5,4,7,7,0,26,3,4,6,6,0,15,451,53,109,55,17,681
LGA61210,51,19,6,378,295,30,48,18,8,399,325,23,48,14,7,424,292,37,52,17,10,410,173,27,51,19,0,270,66,7,27,14,0,117,22,4,19,4,0,46,5,3,19,13,3,41,2786,200,403,155,63,3604
LGA61410,170,9,12,1638,1432,103,142,22,14,1714,1413,147,190,26,19,1790,1311,123,197,27,22,1677,815,95,119,26,11,1070,271,45,108,22,7,457,75,13,56,13,3,152,30,14,23,11,8,88,12919,789,1360,188,150,15404
LGA61510,29,3,8,251,250,10,29,3,3,299,244,13,30,7,9,302,254,9,28,3,5,304,164,16,30,3,3,210,50,11,20,11,0,87,13,3,5,7,0,31,8,0,8,4,0,22,1903,91,231,50,40,2314
LGA61610,71,8,21,1259,1244,73,96,3,15,1431,1187,70,80,25,10,1368,1025,76,84,20,13,1218,644,55,79,17,23,809,201,50,50,14,8,318,55,10,26,8,3,103,18,11,6,10,7,57,10182,505,647,132,147,11619
LGA61810,29,9,0,191,163,19,31,6,3,224,161,31,31,8,3,239,168,30,52,21,0,278,93,32,24,24,3,180,34,19,27,8,0,86,5,5,9,9,4,28,6,6,11,7,0,29,1383,186,272,112,23,1974
LGA62010,9,0,0,29,15,3,3,0,0,23,34,3,11,7,0,52,22,0,13,4,0,43,24,5,8,7,3,46,13,4,5,3,0,28,3,0,4,3,0,12,0,0,4,7,0,11,235,19,65,30,8,357
LGA62210,15,3,0,266,305,4,21,7,3,342,304,14,14,9,5,342,279,13,17,0,5,320,169,12,12,4,6,208,46,4,8,3,0,65,11,4,8,3,0,29,3,4,10,4,4,22,2184,80,131,41,42,2474
LGA62410,26,3,5,149,115,21,26,10,4,176,137,13,27,0,3,185,125,22,25,9,5,183,98,20,39,12,3,171,40,10,17,15,0,75,14,3,9,8,0,39,6,11,4,3,3,24,1029,137,208,59,37,1462
LGA62610,150,10,22,2066,1832,116,141,15,19,2126,1888,115,163,15,27,2207,1763,102,154,12,19,2059,1015,74,119,22,11,1246,333,49,75,14,8,475,87,19,19,11,5,151,34,15,12,8,7,79,16470,742,1174,152,198,18742
LGA62810,344,19,39,5925,5313,314,343,49,49,6074,5055,284,386,45,42,5803,4453,266,334,38,45,5134,2697,224,306,47,35,3310,939,140,220,39,21,1362,213,32,96,30,14,394,95,32,47,21,16,204,45778,1988,2773,376,422,51337
LGA63010,62,14,6,459,358,47,90,25,7,516,349,33,71,22,8,487,355,28,117,30,7,536,215,24,91,19,5,350,82,24,46,24,4,183,24,7,18,12,3,73,5,4,14,18,3,43,3157,210,649,187,66,4258
LGA63210,19,3,0,140,100,17,32,4,4,159,107,17,40,6,7,175,126,13,22,11,5,187,68,6,23,14,0,117,27,4,27,14,0,63,3,3,8,10,0,23,0,0,8,4,0,24,933,89,206,75,30,1341
LGA63410,9,6,0,59,56,7,13,0,3,78,73,16,9,3,0,102,48,12,19,5,0,79,39,9,18,10,4,86,11,7,16,6,0,41,3,0,3,5,0,6,3,0,13,5,0,19,508,73,120,46,18,766
LGA63610,151,19,5,920,696,86,142,17,12,944,640,83,142,27,12,899,657,72,174,23,10,934,377,52,138,34,7,607,159,30,81,18,4,299,35,23,36,11,3,110,14,3,22,11,5,60,6589,539,1168,187,106,8594
LGA63810,24,8,3,352,345,22,36,4,6,409,315,22,55,14,5,413,315,23,43,9,0,397,216,16,39,11,3,278,74,17,25,3,0,129,27,10,16,11,0,63,6,3,12,3,5,31,2791,172,318,73,45,3403
LGA64010,208,30,26,3607,3401,240,260,28,33,3968,3275,250,240,42,29,3836,2953,229,263,48,31,3526,1833,162,253,36,32,2318,630,95,134,41,19,920,157,40,55,28,15,289,72,16,31,19,7,153,29099,1549,1975,339,306,33266
LGA64210,81,14,8,549,523,49,96,20,11,696,480,58,75,25,5,654,440,51,91,40,16,639,306,35,110,22,0,478,96,22,66,24,9,223,36,12,35,12,0,96,9,6,28,14,0,55,4137,337,728,229,75,5503
LGA64610,46,14,8,507,437,49,44,15,3,551,441,33,67,21,13,568,385,61,76,22,6,546,255,37,62,22,5,386,101,28,33,20,3,188,19,7,21,15,0,67,14,11,11,22,7,64,3840,297,420,174,74,4797
LGA64810,45,8,9,247,180,18,52,5,7,264,197,31,70,6,3,310,213,25,73,9,0,322,114,21,44,13,7,187,31,16,28,11,0,95,13,10,12,10,0,36,5,3,4,5,0,24,1824,156,439,80,30,2533
LGA65010,18,9,0,92,76,11,32,10,11,138,80,7,34,13,4,139,67,6,35,18,6,137,53,6,36,16,6,127,22,12,26,9,3,63,12,6,13,17,0,40,3,3,7,4,0,25,621,65,251,115,37,1090
LGA65210,14,8,0,82,43,0,10,3,3,65,67,3,19,7,3,91,70,3,17,4,0,97,42,3,21,12,0,81,20,8,7,6,0,46,0,0,11,4,0,22,0,0,3,6,3,12,501,22,122,39,19,704
LGA65410,34,7,4,389,344,34,42,11,5,443,383,29,56,20,6,491,334,30,62,11,10,453,211,31,54,14,3,315,62,16,21,20,3,109,14,6,10,8,0,46,4,7,10,11,0,26,3064,206,369,129,52,3819
LGA65610,5,4,6,204,229,7,8,5,4,259,209,6,9,7,3,233,181,13,20,3,5,223,103,4,11,6,4,128,30,4,4,8,4,47,6,0,0,0,0,18,5,0,0,0,0,11,1695,56,78,39,41,1907
LGA65810,67,12,9,382,333,26,77,9,3,453,309,35,84,14,7,454,272,52,110,29,4,460,233,40,73,14,12,367,69,16,50,18,3,166,32,9,23,12,0,70,7,6,10,4,0,33,2738,257,591,135,47,3769
LGA69090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA69499,325,13,11,943,562,104,425,15,21,1130,586,86,390,11,25,1099,524,80,408,16,19,1050,396,48,308,15,22,790,129,18,108,10,7,278,51,6,23,3,4,85,15,0,25,8,7,54,5407,613,2815,126,170,9132
LGA69799,0,0,0,7,5,0,0,0,0,5,3,0,0,0,0,5,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3,0,0,0,55
LGA69898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA70200,57,3,3,1196,1092,89,69,5,8,1270,1084,105,65,7,12,1272,980,94,73,15,7,1163,702,59,64,9,10,840,271,34,34,7,6,348,82,10,10,5,3,109,22,8,11,0,0,43,10584,587,548,65,105,11881
LGA70420,7,4,3,180,171,11,4,3,7,195,169,5,6,4,0,189,173,10,3,3,4,192,120,14,4,0,3,146,46,8,7,0,3,67,12,0,0,3,0,17,8,0,0,0,0,6,1812,79,58,25,34,2006
LGA70540,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,29
LGA70620,0,0,0,124,142,5,3,0,0,152,135,0,4,0,0,135,106,3,0,0,0,113,67,3,3,0,3,77,29,0,0,0,0,31,6,0,0,3,0,10,0,0,0,0,0,4,1169,13,17,5,12,1215
LGA70700,4,0,0,53,54,7,3,0,3,68,63,7,5,5,3,83,55,4,11,0,0,75,41,8,4,3,0,50,17,4,6,4,0,28,4,3,3,0,0,8,0,0,0,0,0,7,500,39,41,15,11,607
LGA71000,228,34,54,4983,4301,324,264,25,44,4961,3699,314,266,35,39,4351,3148,269,228,34,34,3712,2048,196,204,32,32,2521,864,111,122,23,11,1131,192,42,58,18,13,324,76,17,18,22,14,142,41182,2072,1933,330,443,45963
LGA71300,5,0,4,384,321,4,3,0,5,333,336,8,10,0,0,350,271,5,3,0,7,283,169,3,3,0,3,174,54,0,3,0,0,56,19,0,0,0,0,19,7,0,0,0,0,7,2822,36,35,9,33,2933
LGA72200,17,0,3,414,409,29,20,3,7,460,369,30,16,6,7,428,302,32,20,7,3,370,205,23,20,6,3,263,115,7,9,9,3,140,35,12,4,4,3,53,5,3,4,6,0,22,3888,216,170,53,49,4376
LGA72300,67,8,17,1772,1474,87,88,20,19,1685,1329,70,91,26,17,1538,1009,69,62,18,11,1178,574,43,57,19,14,710,199,30,38,22,7,295,36,14,15,10,0,82,14,3,13,3,0,34,14221,533,601,165,140,15659
LGA72330,7,0,0,283,291,5,5,0,0,305,250,3,11,0,8,265,228,3,3,0,0,233,163,3,9,0,0,174,61,7,6,0,0,77,10,0,6,0,0,18,5,0,3,0,0,10,2325,28,45,3,15,2422
LGA72800,67,3,13,880,640,75,53,15,4,786,508,63,64,8,6,653,418,50,48,0,9,526,250,23,26,4,3,307,96,20,13,5,0,132,31,5,4,0,0,45,6,3,8,0,0,18,6308,474,457,65,83,7396
LGA73600,3,0,0,146,157,9,3,3,0,171,150,11,5,10,0,170,124,0,3,3,3,145,57,6,8,0,0,73,38,0,0,0,0,47,9,0,0,7,0,15,7,4,0,0,0,6,1387,59,48,28,21,1539
LGA74050,0,0,0,71,60,0,0,0,0,59,60,0,0,0,0,56,58,0,0,0,0,57,33,0,0,0,0,42,12,0,0,0,0,13,0,0,0,0,0,3,5,0,0,0,0,5,553,5,9,0,3,567
LGA74550,3,0,0,61,63,4,0,0,3,70,59,8,0,0,3,75,65,0,3,0,0,76,38,3,8,0,0,50,19,4,0,0,0,22,5,0,4,0,0,4,0,0,0,5,0,6,599,28,27,9,19,678
LGA74560,0,0,0,6,3,0,3,0,0,8,3,0,3,0,0,11,4,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,32,7,16,0,0,46
LGA74660,4,0,3,185,158,6,3,0,0,164,162,6,3,0,0,168,134,5,3,0,0,142,71,3,3,0,0,77,22,0,0,3,0,28,6,0,0,0,0,6,7,0,0,0,0,8,1456,19,22,4,13,1505
LGA74680,0,0,0,62,63,3,0,0,3,73,58,0,3,0,0,62,45,0,0,0,0,49,36,0,0,6,0,41,10,0,0,0,0,18,0,0,0,0,0,3,0,0,0,0,0,3,578,14,12,7,10,620
LGA79090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA79399,17,9,7,763,681,37,19,8,10,753,593,30,32,7,15,674,508,31,15,3,3,557,286,20,10,6,7,330,105,17,3,0,6,127,23,4,3,3,0,35,10,0,3,0,0,9,6035,218,160,51,67,6534
LGA79499,104,10,9,413,234,31,110,8,6,389,217,50,94,10,10,372,189,42,89,3,6,324,119,30,53,10,5,221,54,8,29,4,6,98,11,6,5,0,0,29,13,0,4,0,0,20,2491,331,736,60,61,3674
LGA79799,0,0,0,13,7,0,0,0,0,9,17,0,0,0,0,15,15,0,0,0,0,13,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,88,3,4,4,0,91
LGA79898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA89090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA89399,876,124,123,25587,22103,1465,945,139,115,24765,19581,1242,973,126,110,22031,15004,1050,878,133,89,17153,8607,763,769,114,85,10335,3439,504,549,122,64,4678,889,210,222,77,37,1437,323,109,120,80,36,665,201277,9191,7720,1301,1151,220639
LGA89499,175,3,7,698,374,100,196,11,12,690,300,89,173,11,7,587,267,65,170,5,8,516,200,50,119,8,11,385,100,20,70,6,5,199,18,6,24,3,3,53,16,0,9,5,3,32,4341,805,1533,69,78,6817
